,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 77310,384.0933357318402,1,1,0,0,0,2,1,11.279456018518518
declaration 77320,29.41800287313511,1,0,0,0,0,1,1,3.3110185185185186
declaration 73527,485.3183290631252,1,1,0,0,0,2,1,6.284965277777777
declaration 77328,321.9672311607601,1,1,0,0,0,2,1,9.204409722222222
declaration 77338,1541.7937014317868,1,0,0,0,0,1,1,3.2414699074074074
declaration 77240,850.1200913354379,1,0,0,0,0,1,1,9.282013888888889
declaration 72050,117.3789323955316,1,1,0,0,0,2,1,156.1839351851852
declaration 72511,2123.1377994880286,1,1,0,0,0,2,1,7.233368055555555
declaration 77346,1378.8452374911421,1,0,1,0,0,2,1,12.17287037037037
declaration 77356,478.1377366661918,1,0,0,0,0,1,1,10.05457175925926
declaration 72033,300.0612612804963,1,0,0,0,0,1,1,7.3305439814814815
declaration 77248,1924.018439941299,1,0,0,0,0,1,1,14.081099537037037
declaration 72060,505.36414282080716,1,0,0,0,0,1,1,12.29380787037037
declaration 77364,1507.3536727116202,1,1,0,0,0,2,1,9.298333333333334
declaration 77256,1319.2325026944661,1,0,0,0,0,1,1,4.024166666666667
declaration 77264,202.86986274427483,1,0,0,0,0,1,1,11.003969907407408
declaration 77411,499.40085921574115,1,1,0,0,0,2,1,7.365543981481482
declaration 77421,157.12415837724103,1,0,0,0,0,1,1,4.113194444444445
declaration 77429,361.2914779452728,1,0,0,0,0,1,1,4.103796296296296
declaration 77500,1985.9420869464836,1,0,0,0,0,1,1,17.152835648148148
declaration 77437,970.3962057775814,1,0,0,0,0,1,1,7.270752314814815
declaration 77445,3524.392516646163,1,1,0,0,0,2,1,10.216400462962962
declaration 77511,1037.421103500521,1,1,0,0,0,2,1,17.810150462962962
declaration 77455,1721.402944257051,1,0,1,0,0,2,1,17.18986111111111
declaration 77465,2374.7037152288526,1,1,0,0,0,2,1,10.301226851851851
declaration 77521,2139.7925543810725,1,1,0,0,0,2,1,9.03050925925926
declaration 74828,29.472129709004612,1,0,0,0,0,1,1,13.185046296296296
declaration 75080,206.23771411262518,1,0,0,0,0,1,1,10.2496875
declaration 72184,3149.2443475884743,1,1,0,0,0,2,1,10.252384259259259
declaration 77637,1640.6449987059254,1,0,0,0,0,1,1,21.798159722222223
declaration 77648,859.1779994894313,1,0,0,0,0,1,1,6.295949074074074
declaration 77531,233.911032657265,1,0,0,0,0,1,1,7.267384259259259
declaration 77656,976.0113617758847,1,1,0,0,0,2,1,51.83569444444444
declaration 77539,779.6304574621772,1,0,0,0,0,1,1,2.8609722222222222
declaration 77549,1457.960068614427,1,0,0,0,0,1,1,2.1077199074074073
declaration 77559,1024.1651392419228,1,1,0,0,0,2,1,12.303425925925925
declaration 72783,1127.9272390891983,1,1,0,0,0,2,1,7.162708333333334
declaration 74775,88.82157661699036,1,0,0,0,0,1,1,14.855729166666666
declaration 77676,872.1359979892414,1,0,0,0,0,1,1,3.261388888888889
declaration 77666,105.42763654798709,1,1,0,0,0,2,1,23.828564814814815
declaration 77763,154.5245634167036,1,1,0,0,0,2,1,7.269328703703704
declaration 72194,2170.7411995048933,1,1,0,0,0,2,1,10.307071759259259
declaration 77684,176.1341707170262,1,0,0,0,0,1,1,8.363032407407408
declaration 74789,651.1891564290386,1,1,1,0,0,3,1,108.21626157407407
declaration 72734,473.3199053615543,1,1,0,0,0,2,1,7.2431828703703705
declaration 72209,357.4751945745919,1,1,0,0,0,2,1,19.126747685185187
declaration 74810,467.7811455950839,1,1,0,0,0,2,1,14.294502314814816
declaration 72223,1112.9998402984802,1,0,0,0,0,1,1,9.089351851851852
declaration 77778,496.87283271951026,1,0,0,0,0,1,1,7.1115509259259255
declaration 72744,980.5930467411798,1,0,0,0,0,1,1,5.327476851851852
declaration 74820,51.07427647035266,1,0,0,0,0,1,1,5.004305555555556
declaration 72753,1553.2344723840558,1,1,0,0,0,2,1,21.20917824074074
declaration 72231,72.30215044286615,1,0,0,0,0,1,1,5.032766203703703
declaration 72767,356.625471779002,1,0,0,0,0,1,1,5.035405092592592
declaration 72239,717.743287635598,1,0,0,0,0,1,1,7.383946759259259
declaration 72775,484.230916658263,1,0,0,0,0,1,1,7.449525462962963
declaration 76109,253.32056063964814,1,0,0,0,0,1,1,7.228993055555556
declaration 77841,69.7672655553612,1,0,0,0,0,1,1,6.335717592592593
declaration 77916,526.1230884466372,1,0,0,0,0,1,1,10.357986111111112
declaration 77849,409.11358157874855,1,1,0,0,0,2,1,6.121296296296296
declaration 72797,1086.0227661291042,1,0,0,0,0,1,1,49.1375
declaration 77859,644.8089939168566,1,1,0,0,0,2,1,14.795231481481482
declaration 77926,398.4506209825007,1,0,0,0,0,1,1,2.2939351851851852
declaration 81898,705.3766177204711,1,0,0,0,0,1,1,13.274155092592592
declaration 77935,177.74154332490426,1,0,0,0,0,1,1,6.248726851851852
declaration 77943,1585.3545321296476,1,0,0,0,0,1,1,23.303993055555555
declaration 78069,739.5184939192302,1,0,0,0,0,1,1,23.3459375
declaration 78078,1010.7002646859476,1,1,0,0,0,2,1,6.298796296296296
declaration 78088,2825.5612739196263,1,0,1,0,0,2,1,24.27429398148148
declaration 77955,136.9438351403698,1,1,0,0,0,2,1,2.233576388888889
declaration 78110,635.2514478871398,1,0,0,0,0,1,1,1.2647453703703704
declaration 78126,210.23283853019916,1,1,0,0,0,2,1,10.160115740740741
declaration 78124,594.9589330404636,1,1,0,0,0,2,1,10.045474537037038
declaration 77979,291.4577309984603,1,1,0,0,0,2,1,7.138819444444445
declaration 78145,2237.9586952990107,1,0,0,0,0,1,1,10.230405092592592
declaration 72252,768.9395826829109,1,0,0,0,0,1,1,32.263703703703705
declaration 77996,563.0246094258888,1,0,0,0,0,1,1,8.32013888888889
declaration 72886,297.3908776512695,1,1,0,0,0,2,1,10.1634375
declaration 78156,28.868661225795037,1,0,0,0,0,1,1,10.162557870370371
declaration 78164,97.83466211506519,1,0,1,0,0,2,1,9.185150462962962
declaration 75088,977.2122938227124,1,0,1,0,0,2,1,10.238101851851852
declaration 75097,1336.462854388287,1,0,1,0,0,2,1,34.84181712962963
declaration 72906,994.9821881783212,1,1,0,0,0,2,1,16.03528935185185
declaration 73113,82.42804438181233,1,1,0,0,0,2,1,21.21755787037037
declaration 73127,78.48888918676818,1,1,0,0,0,2,1,34.1328125
declaration 73143,457.21927629649326,1,1,0,0,0,2,1,7.3694444444444445
declaration 75158,152.3258768638685,1,1,0,0,0,2,1,13.176435185185186
declaration 75111,263.7757113457279,1,1,0,0,0,2,1,11.232604166666667
declaration 73360,258.3779768089108,1,1,0,0,0,2,1,10.324791666666666
declaration 75057,992.5568497468599,1,0,0,0,0,1,1,10.141909722222222
declaration 73380,123.36320396058525,1,0,0,0,0,1,1,8.136805555555556
declaration 73389,10.041273469841752,1,0,0,0,0,1,1,10.167326388888888
declaration 75175,1021.6839242587728,1,1,0,0,0,2,1,10.312847222222222
declaration 73403,0.0,1,1,0,0,0,2,0,0.0
declaration 73401,214.6068633355756,1,1,0,0,0,2,1,26.077986111111112
declaration 75185,694.8932785552678,1,0,0,0,0,1,1,15.153680555555555
declaration 73423,657.8453121965888,1,0,0,0,0,1,1,17.412280092592592
declaration 75289,752.2230524257362,1,1,0,0,0,2,1,59.231435185185184
declaration 75193,250.82605392500227,1,1,0,0,0,2,1,6.9321875
declaration 75310,593.420469335066,1,0,0,0,0,1,1,11.208587962962962
declaration 73436,439.2475042627203,1,0,0,0,0,1,1,10.25775462962963
declaration 75070,4807.217912272492,1,0,1,0,0,2,1,14.149849537037037
declaration 72070,5427.949063068078,1,0,1,0,0,2,1,14.136215277777778
declaration 72086,0.0,1,1,0,0,0,2,0,0.0
declaration 72084,335.85495216466813,1,1,0,0,0,2,1,6.139166666666667
declaration 72102,2122.0897835446526,1,0,1,0,0,2,1,14.232025462962962
declaration 72116,1447.9261360258304,1,0,1,0,0,2,1,6.023668981481482
declaration 75412,477.24303776726947,1,1,0,0,0,2,1,5.125451388888889
declaration 75323,229.96222868911866,1,0,0,0,0,1,1,3.4265856481481483
declaration 75341,121.08135303159881,1,1,0,0,0,2,1,24.12792824074074
declaration 72260,800.9284792802337,1,1,0,0,0,2,1,6.127627314814815
declaration 75519,1177.1903228877848,1,0,0,0,0,1,1,27.122824074074074
declaration 75535,751.3258134298115,1,0,0,0,0,1,1,6.077662037037037
declaration 75546,133.25092022557178,1,0,0,0,0,1,1,6.098472222222222
declaration 72271,43.2397827182959,1,1,0,0,0,2,1,3.309039351851852
declaration 72282,177.65783498959095,1,1,1,0,0,3,1,66.11520833333333
declaration 72297,1059.1633402473324,1,0,0,0,0,1,1,29.058877314814815
declaration 72305,391.65500446571076,1,0,0,0,0,1,1,2.972939814814815
declaration 72313,385.3304045414432,1,1,0,0,0,2,1,14.347881944444444
declaration 72323,1214.3727435032465,1,0,0,0,0,1,1,8.129560185185186
declaration 72331,228.41272172818083,1,1,0,0,0,2,1,8.109837962962963
declaration 72359,40.13990529568327,1,1,0,0,0,2,1,6.831863425925926
declaration 72413,654.7310493555699,1,0,0,0,0,1,1,4.290543981481481
declaration 72431,1570.6356491504455,1,1,0,0,0,2,1,9.100416666666666
declaration 75558,216.1518869698392,1,1,1,0,0,3,1,4.365833333333334
declaration 72455,309.49136679834737,1,0,0,0,0,1,1,11.818252314814815
declaration 72465,3208.6272242626515,1,0,1,0,0,2,1,64.02082175925926
declaration 72475,632.5501619887,1,1,0,0,0,2,1,3.177037037037037
declaration 72485,57.135765628574184,1,1,0,0,0,2,1,3.354490740740741
declaration 72658,5442.596559440727,1,0,1,0,0,2,1,10.171805555555556
declaration 72672,2371.1459853288634,1,1,1,0,0,3,1,17.018819444444443
declaration 72826,1394.267506698182,1,0,1,0,0,2,1,3.2960648148148146
declaration 75435,858.2537411233768,1,0,0,0,0,1,1,34.86396990740741
declaration 72688,317.3456089792883,1,1,0,0,0,2,1,8.94488425925926
declaration 75643,566.0258107909817,1,1,0,0,0,2,1,3.3771643518518517
declaration 75653,464.34727994513565,1,1,0,0,0,2,1,11.132939814814815
declaration 75668,310.53735672973653,1,1,0,0,0,2,1,16.17303240740741
declaration 75684,1054.3656992085596,1,1,0,0,0,2,1,10.087291666666667
declaration 72705,1413.206571941579,1,0,0,0,0,1,1,3.3873842592592593
declaration 75701,579.4893995680344,1,0,0,0,0,1,1,5.079490740740741
declaration 75716,913.5900417701821,1,1,0,0,0,2,1,3.3019791666666665
declaration 75735,23.02113896936288,1,0,0,0,0,1,1,4.672592592592593
declaration 76060,38.71636731766091,1,1,0,0,0,2,1,11.080509259259259
declaration 72717,1277.1375002523735,1,1,0,0,0,2,1,6.071793981481481
declaration 75874,611.2750937874509,1,1,0,0,0,2,1,35.84539351851852
declaration 72847,807.2796412097136,1,1,0,0,0,2,1,10.138761574074074
declaration 75888,1945.1470597796815,1,0,1,0,0,2,1,7.1964351851851855
declaration 76075,378.21793693170383,1,0,1,0,0,2,1,5.117141203703704
declaration 76088,0.0,1,0,1,0,0,2,0,153455.0
declaration 76086,2851.88040065415,1,0,1,0,0,2,1,9.148761574074074
declaration 76089,0.0,1,0,1,0,0,2,0,154253.0
declaration 76117,1113.4688394776097,1,1,0,0,0,2,1,6.3266782407407405
declaration 80640,1004.8031093847554,1,1,0,0,0,2,1,6.2428587962962965
declaration 84739,741.2481954477704,1,1,0,0,0,2,1,14.962546296296296
declaration 84309,549.7854048189365,1,1,0,0,0,2,1,13.338773148148148
declaration 82119,1417.461058915051,1,0,1,0,0,2,1,6.378715277777777
declaration 79989,163.03282171550939,1,1,0,0,0,2,1,12.309328703703704
declaration 83051,2281.59331775335,1,0,1,0,0,2,1,4.099259259259259
declaration 84319,1173.065417492068,1,0,1,0,0,2,1,3.9749421296296297
declaration 82531,170.23527345455523,1,1,0,0,0,2,1,10.271851851851851
declaration 84578,2319.8930012689348,1,1,1,0,0,3,1,28.22709490740741
declaration 81890,633.3510974227365,1,0,0,0,0,1,1,4.335648148148148
declaration 82877,219.5549070406614,1,0,0,0,0,1,1,101.09662037037037
declaration 80101,341.0626539230489,1,0,0,0,0,1,1,7.124837962962963
declaration 82615,657.0441686910085,1,1,0,0,0,2,1,8.328784722222222
declaration 83683,1415.1598566246157,1,0,0,0,0,1,1,3.320520833333333
declaration 82425,385.5568305237974,1,0,0,0,0,1,1,17.118391203703705
declaration 85907,2996.975363315232,1,0,1,0,0,2,1,24.13108796296296
declaration 84749,4.891733105753259,1,1,0,0,0,2,1,3.088287037037037
declaration 84751,1454.0676656851563,1,1,0,0,0,2,1,3.091365740740741
declaration 84753,0.0,1,1,0,0,0,2,0,19139.0
declaration 79517,0.0,1,0,0,0,0,1,0,0.0
declaration 84941,653.1637624153079,1,1,0,0,0,2,1,9.284548611111111
declaration 82435,37.485914993113646,1,1,0,0,0,2,1,46.09439814814815
declaration 79530,295.0891449709242,1,0,0,0,0,1,1,4.672893518518518
declaration 80550,194.88332059371618,1,1,0,0,0,2,1,7.152824074074074
declaration 80548,131.45975472002155,1,1,0,0,0,2,1,7.132766203703704
declaration 80575,916.0014615727231,1,0,0,0,0,1,1,14.797326388888889
declaration 85917,722.4775440967668,1,0,1,0,0,2,1,6.189375
declaration 84951,565.9099549728749,1,1,0,0,0,2,1,23.92105324074074
declaration 80583,1799.8554267054135,1,1,1,0,0,3,1,10.250844907407407
declaration 84589,0.0,1,0,0,0,0,1,0,0.0
declaration 85354,72.44217942147709,1,1,0,0,0,2,1,20.20462962962963
declaration 84596,376.53779288161167,1,1,0,0,0,2,1,8.306828703703705
declaration 82137,0.0,1,0,1,0,0,2,0,0.0
declaration 82135,2236.3236768804413,1,0,1,0,0,2,1,5.2200347222222225
declaration 82138,0.0,1,0,1,0,0,2,0,0.0
declaration 82149,435.36424641204,1,0,0,0,0,1,1,8.207905092592593
declaration 85525,19.446446638941758,1,1,0,0,0,2,1,2.2259375
declaration 79659,1592.2521118661996,1,0,1,0,0,2,1,6.054965277777778
declaration 84790,700.7192480259209,1,1,0,0,0,2,1,6.0770486111111115
declaration 83075,0.0,1,1,0,0,0,2,0,167367.0
declaration 83073,1129.297682757499,1,1,0,0,0,2,1,20.33119212962963
declaration 85538,1599.4674804868848,1,0,0,0,0,1,1,20.18320601851852
declaration 83314,47.326514631163626,1,0,0,0,0,1,1,10.225138888888889
declaration 84770,235.11970396873113,1,1,0,0,0,2,1,6.300405092592593
declaration 85179,888.1272100520426,1,0,0,0,0,1,1,17.235104166666666
declaration 82966,194.87388377537962,1,0,0,0,0,1,1,6.034837962962963
declaration 85642,1098.5666929225747,1,0,0,0,0,1,1,17.232164351851853
declaration 85371,442.0730174705848,1,1,0,0,0,2,1,10.300659722222223
declaration 80004,273.68562038989126,1,1,0,0,0,2,1,8.972743055555556
declaration 82885,2754.0457385390846,1,0,1,0,0,2,1,17.083217592592593
declaration 82550,73.96009154242864,1,0,0,0,0,1,1,14.32013888888889
declaration 82006,473.66290694414266,1,0,0,0,0,1,1,9.294884259259259
declaration 81914,589.2966682061959,1,1,0,0,0,2,1,9.280752314814816
declaration 80226,233.57042882409826,1,1,0,0,0,2,1,10.152789351851851
declaration 80594,1281.5929598026298,1,0,1,0,0,2,1,58.34670138888889
declaration 82497,990.7616318734276,1,0,0,0,0,1,1,3.3173032407407406
declaration 81924,939.990743513934,1,1,0,0,0,2,1,10.908020833333333
declaration 84328,93.40494839093398,1,0,0,0,0,1,1,6.849895833333333
declaration 84330,842.28321882351,1,0,0,0,0,1,1,6.877210648148148
declaration 82017,349.7888157720084,1,1,0,0,0,2,1,7.851979166666666
declaration 82632,1041.3743617664027,1,0,0,0,0,1,1,4.652372685185185
declaration 84629,1153.2062622369745,1,1,0,0,0,2,1,3.939525462962963
declaration 82846,1096.2940559883505,1,1,0,0,0,2,1,13.34113425925926
declaration 84780,715.6690630084638,1,1,0,0,0,2,1,6.817789351851852
declaration 83392,413.28330115532265,1,1,0,0,0,2,1,13.316840277777779
declaration 82717,3117.5739220151954,1,1,0,0,0,2,1,7.93005787037037
declaration 81338,1060.100165197881,1,1,0,0,0,2,1,8.090983796296296
declaration 79874,363.52010912974555,1,0,0,0,0,1,1,6.0859375
declaration 79054,1724.9562799250723,1,0,1,0,0,2,1,4.009895833333333
declaration 82452,902.9000071561677,1,0,0,0,0,1,1,10.29792824074074
declaration 85546,364.22609627334987,1,1,0,0,0,2,1,6.352546296296296
declaration 85381,22.36920497166112,1,1,0,0,0,2,1,4.999305555555556
declaration 79882,772.0830569821168,1,0,0,0,0,1,1,162.8391898148148
declaration 84611,605.060976612686,1,0,0,0,0,1,1,16.283391203703705
declaration 81937,26.323437427426253,1,0,0,0,0,1,1,33.945277777777775
declaration 82566,430.2691470647682,1,1,0,0,0,2,1,9.105497685185185
declaration 81351,1742.1876915792682,1,0,1,0,0,2,1,27.255671296296295
declaration 82754,975.226023091824,1,0,0,0,0,1,1,3.305034722222222
declaration 79538,631.4986562879601,1,1,0,0,0,2,1,3.1530092592592593
declaration 82507,549.24343306829,1,1,0,0,0,2,1,24.253356481481482
declaration 86429,944.1304332762606,1,0,0,0,0,1,1,8.085729166666667
declaration 82035,961.6765107479266,1,1,0,0,0,2,1,6.279016203703704
declaration 86102,1614.1410962003672,1,0,0,0,0,1,1,117.11453703703704
declaration 85886,86.95799174885254,1,0,0,0,0,1,1,6.0399768518518515
declaration 83139,767.654686234135,1,1,0,0,0,2,1,10.344386574074074
declaration 81370,2467.6746899976533,1,0,1,0,0,2,1,9.904814814814815
declaration 82045,428.8825012447283,1,0,0,0,0,1,1,5.087233796296296
declaration 81906,649.7379304737776,1,0,0,0,0,1,1,4.9052546296296295
declaration 85926,1323.60616240798,1,0,0,0,0,1,1,11.119398148148148
declaration 83327,27.613502042064816,1,0,0,0,0,1,1,3.0533912037037036
declaration 80017,1234.3990216900313,1,1,0,0,0,2,1,8.30912037037037
declaration 82579,558.1847509077825,1,1,0,0,0,2,1,68.05091435185186
declaration 82895,3116.821161781955,1,0,1,0,0,2,1,21.994085648148147
declaration 79893,3614.637710054648,1,0,1,0,0,2,1,72.93270833333334
declaration 82912,2304.6354641606877,1,1,1,0,0,3,1,7.396006944444444
declaration 83717,2242.226588003914,1,1,0,0,0,2,1,9.304537037037036
declaration 83727,1836.6988964724258,1,0,0,0,0,1,1,26.329965277777777
declaration 82053,183.80360646346432,1,0,0,0,0,1,1,6.280486111111111
declaration 84621,1184.7408059819304,1,0,0,0,0,1,1,7.871990740740741
declaration 85391,799.3859408427813,1,1,0,0,0,2,1,46.028761574074075
declaration 82464,200.2974941272207,1,1,0,0,0,2,1,4.2688194444444445
declaration 81360,360.353849434131,1,1,0,0,0,2,1,6.1261226851851855
declaration 85556,794.3298899635947,1,0,0,0,0,1,1,19.99540509259259
declaration 80610,103.22713993868088,1,1,0,0,0,2,1,5.340856481481482
declaration 81945,788.2319511343757,1,0,0,0,0,1,1,19.150625
declaration 85403,212.79039010026676,1,0,0,0,0,1,1,10.024837962962962
declaration 82520,1192.6725724497742,1,0,0,0,0,1,1,28.23337962962963
declaration 79547,1127.5367976218145,1,0,0,0,0,1,1,3.2447685185185184
declaration 82061,408.01956425913323,1,0,0,0,0,1,1,28.309328703703702
declaration 82727,603.0958528651959,1,1,0,0,0,2,1,9.018900462962963
declaration 85650,563.5104107852409,1,1,0,0,0,2,1,5.200347222222222
declaration 80236,525.0109761304502,1,0,0,0,0,1,1,21.999259259259258
declaration 83248,295.15386265836696,1,0,0,0,0,1,1,12.228935185185184
declaration 80109,448.58587403589024,1,1,0,0,0,2,1,3.265787037037037
declaration 82160,663.8636443089262,1,0,0,0,0,1,1,9.236342592592592
declaration 82929,806.3956815213494,1,1,0,0,0,2,1,6.070381944444445
declaration 82640,4685.53655725134,1,0,1,0,0,2,1,6.0219907407407405
declaration 80128,602.9403737675983,1,1,1,0,0,3,1,38.042627314814816
declaration 81531,248.58568871564938,1,1,0,0,0,2,1,18.27435185185185
declaration 82650,1729.842674607212,1,0,0,0,0,1,1,7.03574074074074
declaration 84857,437.7180813507424,1,1,0,0,0,2,1,6.841828703703704
declaration 80249,698.6204596163013,1,1,0,0,0,2,1,28.239722222222223
declaration 82658,1539.298247344054,1,1,0,0,0,2,1,13.956006944444445
declaration 85187,431.5273545781119,1,1,0,0,0,2,1,13.13474537037037
declaration 82668,471.35471848171267,1,1,0,0,0,2,1,6.8416550925925925
declaration 84843,1112.2464671980579,1,1,0,0,0,2,1,27.24082175925926
declaration 80029,95.97399877126483,1,1,0,0,0,2,1,10.061909722222222
declaration 82678,760.2267336286734,1,0,1,0,0,2,1,6.1887384259259255
declaration 82069,79.95055213534307,1,0,0,0,0,1,1,7.146446759259259
declaration 82589,52.505450443645024,1,1,0,0,0,2,1,7.240219907407408
declaration 80265,87.45804460541888,1,1,0,0,0,2,1,4.275034722222222
declaration 80275,873.0867066057792,1,0,1,0,0,2,1,5.271817129629629
declaration 80045,945.8428713004431,1,0,0,0,0,1,1,3.204502314814815
declaration 82795,2299.5118285494796,1,0,0,0,0,1,1,14.087662037037036
declaration 82806,566.3996607371204,1,0,0,0,0,1,1,23.26133101851852
declaration 80059,1073.9212052065282,1,1,0,0,0,2,1,73.20930555555556
declaration 80071,71.59517188074172,1,0,0,0,0,1,1,7.053148148148148
declaration 82764,0.0,1,1,0,0,0,2,0,0.0
declaration 82762,3919.1872184833323,1,1,0,0,0,2,1,10.310729166666667
declaration 83747,900.1660174271591,1,1,0,0,0,2,1,55.31149305555556
declaration 82814,605.2120828142414,1,1,0,0,0,2,1,24.25803240740741
declaration 85938,9.720497967705086,1,1,0,0,0,2,1,10.293391203703704
declaration 86376,96.31580726057143,1,0,0,0,0,1,1,1.277835648148148
declaration 84340,1172.3092337082608,1,0,0,0,0,1,1,13.051631944444445
declaration 80284,333.0852353679281,1,1,0,0,0,2,1,3.3211458333333335
declaration 79555,792.6730361790701,1,1,0,0,0,2,1,8.031574074074074
declaration 82824,787.6450135508593,1,0,0,0,0,1,1,11.129548611111112
declaration 82687,546.2438523476385,1,0,0,0,0,1,1,20.064363425925926
declaration 82832,987.9947185094696,1,1,0,0,0,2,1,23.97869212962963
declaration 80626,1232.1133262685282,1,1,0,0,0,2,1,7.1884953703703705
declaration 86386,2112.9135378430537,1,0,1,0,0,2,1,10.856770833333334
declaration 82598,3333.716111570846,1,0,1,0,0,2,1,8.132627314814815
declaration 82600,66.038396927669,1,0,1,0,0,2,1,14.118333333333334
declaration 85568,1199.2497917303258,1,0,0,0,0,1,1,7.35193287037037
declaration 79068,725.7241638819587,1,0,0,0,0,1,1,3.9539930555555554
declaration 82952,440.4355887818446,1,1,0,0,0,2,1,17.246770833333333
declaration 85197,78.48222956213878,1,0,0,0,0,1,1,20.01013888888889
declaration 82696,324.9033454586349,1,1,0,0,0,2,1,10.582083333333333
declaration 84867,933.6303030420542,1,1,0,0,0,2,1,10.595821759259259
declaration 82172,728.145083553022,1,0,0,0,0,1,1,11.765289351851852
declaration 84881,2631.099094731078,1,0,1,0,0,2,1,38.11075231481482
declaration 82777,1030.1312599783425,1,0,0,0,0,1,1,3.9719675925925926
declaration 85205,688.3873219566312,1,1,0,0,0,2,1,18.322905092592592
declaration 82190,831.8339798492535,1,1,0,0,0,2,1,6.3204976851851855
declaration 83912,1881.1080516896234,1,1,0,0,0,2,1,24.178680555555555
declaration 85219,1175.7206557439176,1,1,0,0,0,2,1,3.3358449074074072
declaration 85981,1854.1585454287997,1,1,0,0,0,2,1,10.258078703703704
declaration 80294,533.0365849065919,1,0,0,0,0,1,1,8.27300925925926
declaration 84639,801.3161361959073,1,0,0,0,0,1,1,4.067638888888889
declaration 83934,559.8975075266858,1,1,0,0,0,2,1,7.34988425925926
declaration 80081,1854.77067622343,1,0,1,0,0,2,1,21.793622685185184
declaration 84961,648.0792386385182,1,1,0,0,0,2,1,5.76912037037037
declaration 82785,319.13321879517986,1,1,0,0,0,2,1,4.812974537037037
declaration 84449,185.73873486645053,1,0,0,0,0,1,1,4.7115625
declaration 81492,0.0,1,1,0,0,0,2,0,11392.0
declaration 85229,611.0348665509987,1,1,0,0,0,2,1,10.172673611111112
declaration 83944,1198.3243043437149,1,0,0,0,0,1,1,5.332268518518519
declaration 82203,3030.520443910739,1,0,1,0,0,2,1,6.1560648148148145
declaration 85998,866.0372727552525,1,1,0,0,0,2,1,7.216168981481482
declaration 81541,893.4755691805486,1,0,0,0,0,1,1,8.111481481481482
declaration 84990,1363.9702975437995,1,0,0,0,0,1,1,6.054525462962963
declaration 83459,404.21070715706986,1,1,0,0,0,2,1,5.046331018518519
declaration 80784,1081.4703238562063,1,0,1,0,0,2,1,4.732152777777777
declaration 85268,13.91956312681283,1,0,0,0,0,1,1,9.067476851851852
declaration 82213,176.77845171052294,1,0,0,0,0,1,1,3.2097106481481483
declaration 80800,255.11636103687678,1,1,0,0,0,2,1,5.911909722222222
declaration 82861,31.319742535546567,1,0,0,0,0,1,1,24.11101851851852
declaration 78491,262.90410665670163,1,1,0,0,0,2,1,2.1597222222222223
declaration 80337,399.29781114186756,1,0,0,0,0,1,1,7.094548611111111
declaration 85276,284.84290420381024,1,1,0,0,0,2,1,5.993159722222222
declaration 84931,362.36657814650437,1,0,0,0,0,1,1,14.249895833333333
declaration 84929,546.0318300837737,1,0,0,0,0,1,1,14.218125
declaration 78503,435.47583918742225,1,1,0,0,0,2,0,0.0
declaration 78501,523.3600447022685,1,1,0,0,0,2,1,6.182835648148148
declaration 82738,190.53451343846478,1,0,0,0,0,1,1,6.109212962962963
declaration 82737,0.0,1,0,0,0,0,1,0,0.0
declaration 82102,51.6151239140231,1,0,0,0,0,1,1,7.242199074074074
declaration 83149,1704.8976445965852,1,0,0,0,0,1,1,11.172569444444445
declaration 85617,117.66028247067631,1,0,0,0,0,1,1,3.2712037037037036
declaration 79565,941.9453734613238,1,1,0,0,0,2,1,7.321909722222222
declaration 84898,132.60993853538866,1,1,0,0,0,2,1,47.23460648148148
declaration 82314,0.0,1,1,0,0,0,2,0,0.0
declaration 82312,0.0,1,1,0,0,0,2,1,4.33224537037037
declaration 86482,289.62031209297794,1,1,0,0,0,2,1,14.126643518518518
declaration 78517,415.79731398902703,1,1,0,0,0,2,1,6.234421296296296
declaration 85592,1088.7892146060594,1,0,0,0,0,1,1,62.08484953703704
declaration 86497,105.51817552923139,1,1,0,0,0,2,1,34.148773148148145
declaration 81148,1036.92067297965,1,0,0,0,0,1,1,6.223101851851852
declaration 86516,1226.0618059832757,1,0,0,0,0,1,1,7.014456018518518
declaration 80658,1536.2797500863574,1,0,1,0,0,2,1,28.277650462962963
declaration 79394,327.80721940137533,1,0,0,0,0,1,1,28.148738425925927
declaration 79606,1814.6959633800318,1,0,1,0,0,2,1,19.03247685185185
declaration 82706,1074.7798635898955,1,1,0,0,0,2,1,14.21394675925926
declaration 80496,996.1299029220138,1,1,0,0,0,2,1,13.164722222222222
declaration 85805,221.00923796274336,1,1,0,0,0,2,1,7.304131944444444
declaration 84921,285.9502367406663,1,0,0,0,0,1,1,14.637604166666666
declaration 86059,517.8239244128972,1,0,0,0,0,1,1,18.41034722222222
declaration 82395,2943.3046784455582,1,0,1,0,0,2,1,13.234224537037036
declaration 82221,1841.1626569601326,1,0,0,0,0,1,1,10.299722222222222
declaration 81974,986.4681208671244,1,0,0,0,0,1,1,8.052881944444444
declaration 85606,761.2325412113012,1,1,0,0,0,2,1,6.11369212962963
declaration 83000,113.63854203728515,1,1,0,0,0,2,1,5.2812268518518515
declaration 83224,79.28627894599389,1,0,0,0,0,1,1,4.146203703703704
declaration 86282,86.3292711351108,1,0,0,0,0,1,1,4.7096875
