,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 76773,69.98625868820206,1,1,0,0,0,2,1,534748.0
declaration 76775,558.6622404058235,1,1,0,0,0,2,1,606656.0
declaration 74620,47.326514631163626,1,0,0,0,0,1,1,623724.0
declaration 76002,594.3653455149079,1,0,0,0,0,1,1,1492089.0
declaration 76001,0.0,1,0,0,0,0,1,0,0.0
declaration 144838,334.2070704163362,1,1,0,0,0,2,1,870816.0
declaration 144765,4533.601710402939,1,0,0,0,0,1,1,869208.0
declaration 76011,696.4269913387114,1,1,0,0,0,2,1,631653.0
declaration 74377,636.2345495757327,1,0,0,0,0,1,1,1387947.0
declaration 77720,1348.0929564656935,1,0,0,0,0,1,1,1368199.0
declaration 77148,970.2152518220616,1,1,0,0,0,2,1,542492.0
declaration 75277,886.9814121934227,1,1,0,0,0,2,1,896258.0
declaration 77728,189.0153615764698,1,1,0,0,0,2,1,715856.0
declaration 74390,463.88932339011865,1,0,0,0,0,1,1,294059.0
declaration 75443,77.4913151524905,1,1,0,0,0,2,1,912683.0
declaration 72127,77.4913151524905,1,1,0,0,0,2,1,912321.0
declaration 77738,565.290681894788,1,0,0,0,0,1,1,533784.0
declaration 74400,287.6134247428532,1,0,0,0,0,1,1,1478906.0
declaration 77746,1413.9753834259955,1,0,1,0,0,2,1,785516.0
declaration 72138,184.31438321848537,1,0,0,0,0,1,1,194999.0
declaration 75453,347.3943904901406,1,0,0,0,0,1,1,349754.0
declaration 73473,711.4171021377748,1,0,0,0,0,1,1,785156.0
declaration 72146,769.6260192246978,1,0,0,0,0,1,1,2702057.0
declaration 77755,889.9516415653801,1,0,0,0,0,1,1,2077809.0
declaration 74695,876.9208413437909,1,0,0,0,0,1,1,1130232.0
declaration 74408,566.3552071724905,1,0,0,0,0,1,1,198875.0
declaration 72158,524.3535300713094,1,0,1,0,0,2,1,1725863.0
declaration 73341,555.0812416633898,1,0,1,0,0,2,1,456519.0
declaration 74703,328.5016897927828,1,0,0,0,0,1,1,867285.0
declaration 74711,244.05165430995157,1,0,0,0,1,2,1,421608.0
declaration 144824,1888.424081215418,1,0,1,0,0,2,1,1116900.0
declaration 76802,239.0173778796106,1,0,0,0,0,1,1,8703832.0
declaration 72555,301.83254718651784,1,1,0,0,0,2,1,1149021.0
declaration 75465,1203.8765208622192,1,1,0,0,0,2,1,526417.0
declaration 76486,0.0,1,1,0,0,0,2,0,0.0
declaration 76487,0.0,1,1,0,0,0,2,0,0.0
declaration 76028,527.0041486488304,1,0,0,1,1,3,1,873109.0
declaration 72175,468.4816464358338,1,0,0,0,0,1,1,542662.0
declaration 74726,598.9387480155503,1,0,0,0,0,1,1,590655.0
declaration 73486,290.4264353703093,1,0,0,0,0,1,1,365633.0
declaration 74994,549.5661280851123,1,0,0,0,0,1,1,692438.0
declaration 75005,1620.2938428037467,1,0,0,0,0,1,1,693097.0
declaration 76886,1207.7136598647094,1,0,1,0,0,2,1,2071436.0
declaration 75475,385.08321391948465,1,0,0,0,0,1,1,1741102.0
declaration 75391,2399.538381054287,1,1,1,0,0,3,1,1829236.0
declaration 72372,254.79731429723444,1,1,0,0,0,2,1,455081.0
declaration 75483,517.1255836968502,1,1,0,0,0,2,1,538059.0
declaration 76509,148.4491407637689,1,1,0,0,0,2,1,1037062.0
declaration 74440,42.236575614796166,1,1,0,0,0,2,1,355248.0
declaration 77051,102.21238306071464,1,1,0,0,0,2,1,534152.0
declaration 75492,712.0413201982369,1,1,0,0,0,2,1,543035.0
declaration 74736,280.47851998911716,1,0,0,0,0,1,1,1741490.0
declaration 75501,1433.7802215296474,1,1,0,0,0,2,1,882383.0
declaration 74422,70.90836222137814,1,1,0,0,0,2,1,604966.0
declaration 75511,960.2775471729395,1,0,0,0,0,1,1,611926.0
declaration 75576,895.3134851280344,1,0,0,0,0,1,1,1384793.0
declaration 73497,1738.7533236585875,1,1,0,0,0,2,1,889095.0
declaration 75603,1694.0072974174695,1,1,0,0,0,2,1,2687118.0
declaration 36859,63.6940467878125,1,0,0,0,1,2,1,1138716.0
declaration 8731,55.62233757848719,1,0,0,0,1,2,1,292650.0
declaration 75584,165.62813238527488,1,0,0,0,0,1,1,363589.0
declaration 74908,267.4952265095762,1,1,0,0,0,2,1,1230513.0
declaration 75592,350.1327705011209,1,1,0,0,0,2,1,543375.0
declaration 74927,535.1400856603594,1,0,0,0,0,1,1,323533.0
declaration 74925,100.3387660613174,1,0,0,0,0,1,1,1012603.0
declaration 76519,3112.4740388089203,1,1,1,0,0,3,1,1738348.0
declaration 143934,378.9106290207202,1,1,0,0,0,2,1,627272.0
declaration 76534,370.08371041054767,1,1,0,0,0,2,1,4776931.0
declaration 75613,271.36845309522005,1,1,0,0,1,3,1,1149615.0
declaration 74457,137.35955479783163,1,0,0,0,0,1,1,283495.0
declaration 144858,0.0,0,0,0,0,0,0,0,0.0
declaration 75016,2304.4915528905335,1,0,1,0,0,2,1,266697.0
declaration 77060,333.72391775281795,1,1,0,0,0,2,1,1063284.0
declaration 77161,482.0738139253403,1,1,0,0,0,2,1,535629.0
declaration 74949,1753.6043046838276,1,1,0,0,0,2,1,1237779.0
declaration 74966,427.326257659323,1,0,0,0,0,1,1,539586.0
declaration 75623,3611.5635251349404,1,0,1,0,0,2,1,1895052.0
declaration 76449,307.1091780814047,1,0,0,0,0,1,1,428144.0
declaration 72573,0.0,1,0,0,0,0,1,0,0.0
declaration 72571,146.85362449643563,1,0,0,0,0,1,1,436916.0
declaration 75744,1305.876814565906,1,0,0,0,0,1,1,1727572.0
declaration 80218,728.6438648254081,1,0,0,0,0,1,1,2966927.0
declaration 74660,319.66211488407805,1,0,0,0,0,1,1,1817063.0
declaration 75421,109.77224294384753,1,0,0,0,0,1,1,953078.0
declaration 77300,433.971151826871,1,1,0,0,0,2,1,1144495.0
declaration 77077,321.76008077827834,1,1,0,0,0,2,1,1236241.0
declaration 75633,240.2622611907196,1,1,0,0,0,2,1,1146713.0
declaration 75028,4000.1049101085778,1,1,1,0,0,3,1,5467065.0
declaration 74974,129.95384626450897,1,1,0,0,0,2,1,1564245.0
declaration 75755,1047.614136003677,1,0,0,0,0,1,1,2323849.0
declaration 77097,0.0,1,1,0,0,0,2,0,0.0
declaration 74471,830.8334938031411,1,0,0,0,0,1,1,2933660.0
declaration 74479,907.4377706975121,1,0,0,0,0,1,1,694729.0
declaration 144860,1883.0759975653186,1,1,0,0,0,2,1,1478671.0
declaration 75767,2446.244381921118,1,0,1,0,0,2,1,355909.0
declaration 75777,3750.7655651158493,1,0,1,0,0,2,1,2084529.0
declaration 71965,566.9844235660203,1,0,0,0,0,1,1,637785.0
declaration 77178,145.3017079851345,1,1,0,0,0,2,1,1146528.0
declaration 75049,348.93425307700085,1,0,0,0,0,1,1,435911.0
declaration 73513,232.03840209255168,1,1,0,0,0,2,1,1919872.0
declaration 144252,130.71948803843935,1,0,0,0,0,1,1,623394.0
declaration 144873,66.57979957106512,1,0,0,0,0,1,1,623273.0
declaration 72042,321.5294976788852,1,0,0,0,0,1,1,362583.0
declaration 72495,733.3903734742892,1,0,0,0,0,1,1,1299164.0
declaration 71997,285.9372768071602,1,0,0,0,0,1,1,2017147.0
declaration 72011,1960.558644986602,1,1,0,0,0,2,1,627541.0
declaration 72013,0.0,1,1,0,0,0,2,0,1287234.0
declaration 144158,567.0137494202054,1,1,0,0,0,2,1,337227.0
declaration 72503,2246.4593432210063,1,0,0,0,0,1,1,540897.0
declaration 144437,659.2076898812895,1,1,0,0,0,2,1,1236105.0
declaration 77310,384.0933357318402,1,1,0,0,0,2,1,974545.0
declaration 77320,29.41800287313511,1,0,0,0,0,1,1,286072.0
declaration 73527,485.3183290631252,1,1,0,0,0,2,1,543021.0
declaration 77328,321.9672311607601,1,1,0,0,0,2,1,795261.0
declaration 77338,1541.7937014317868,1,0,0,0,0,1,1,280063.0
declaration 77240,850.1200913354379,1,0,0,0,0,1,1,801966.0
declaration 72050,117.3789323955316,1,1,0,0,0,2,1,13494292.0
declaration 72511,2123.1377994880286,1,1,0,0,0,2,1,624963.0
declaration 77346,1378.8452374911421,1,0,1,0,0,2,1,1051736.0
declaration 77356,478.1377366661918,1,0,0,0,0,1,1,868715.0
declaration 72033,300.0612612804963,1,0,0,0,0,1,1,633359.0
declaration 77248,1924.018439941299,1,0,0,0,0,1,1,1216607.0
declaration 72060,505.36414282080716,1,0,0,0,0,1,1,1062185.0
declaration 77364,1507.3536727116202,1,1,0,0,0,2,1,803376.0
declaration 77256,1319.2325026944661,1,0,0,0,0,1,1,347688.0
declaration 77264,202.86986274427483,1,0,0,0,0,1,1,950743.0
declaration 77411,499.40085921574115,1,1,0,0,0,2,1,636383.0
declaration 77421,157.12415837724103,1,0,0,0,0,1,1,355380.0
declaration 77429,361.2914779452728,1,0,0,0,0,1,1,354568.0
declaration 77500,1985.9420869464836,1,0,0,0,0,1,1,1482005.0
declaration 77437,970.3962057775814,1,0,0,0,0,1,1,628193.0
declaration 77445,3524.392516646163,1,1,0,0,0,2,1,882697.0
declaration 77511,1037.421103500521,1,1,0,0,0,2,1,1538797.0
declaration 77455,1721.402944257051,1,0,1,0,0,2,1,1485204.0
declaration 77465,2374.7037152288526,1,1,0,0,0,2,1,890026.0
declaration 77521,2139.7925543810725,1,1,0,0,0,2,1,780236.0
declaration 74828,29.472129709004612,1,0,0,0,0,1,1,1139188.0
declaration 75080,206.23771411262518,1,0,0,0,0,1,1,885573.0
declaration 72184,3149.2443475884743,1,1,0,0,0,2,1,885806.0
declaration 77637,1640.6449987059254,1,0,0,0,0,1,1,1883361.0
declaration 77648,859.1779994894313,1,0,0,0,0,1,1,543970.0
declaration 77531,233.911032657265,1,0,0,0,0,1,1,627902.0
declaration 144890,3398.203451403839,1,1,0,0,0,2,1,538391.0
declaration 77656,976.0113617758847,1,1,0,0,0,2,1,4478604.0
declaration 77539,779.6304574621772,1,0,0,0,0,1,1,247188.0
declaration 77549,1457.960068614427,1,0,0,0,0,1,1,182107.0
declaration 144919,560.7544813942254,1,0,0,0,0,1,1,530726.0
declaration 77559,1024.1651392419228,1,1,0,0,0,2,1,1063016.0
declaration 72783,1127.9272390891983,1,1,0,0,0,2,1,618858.0
declaration 74775,88.82157661699036,1,0,0,0,0,1,1,1283535.0
declaration 77676,872.1359979892414,1,0,0,0,0,1,1,281784.0
declaration 77666,105.42763654798709,1,1,0,0,0,2,1,2058788.0
declaration 77763,154.5245634167036,1,1,0,0,0,2,1,628070.0
declaration 72194,2170.7411995048933,1,1,0,0,0,2,1,890531.0
declaration 77684,176.1341707170262,1,0,0,0,0,1,1,722566.0
declaration 74789,651.1891564290386,1,1,1,0,0,3,1,9349885.0
declaration 72734,473.3199053615543,1,1,0,0,0,2,1,625811.0
declaration 72209,357.4751945745919,1,1,0,0,0,2,1,1652551.0
declaration 74810,467.7811455950839,1,1,0,0,0,2,1,1235045.0
declaration 72223,1112.9998402984802,1,0,0,0,0,1,1,785320.0
declaration 77778,496.87283271951026,1,0,0,0,0,1,1,614438.0
declaration 144884,352.715861987291,1,0,0,0,0,1,1,3638504.0
declaration 72744,980.5930467411798,1,0,0,0,0,1,1,460294.0
declaration 74820,51.07427647035266,1,0,0,0,0,1,1,432372.0
declaration 72753,1553.2344723840558,1,1,0,0,0,2,1,1832473.0
declaration 72231,72.30215044286615,1,0,0,0,0,1,1,434831.0
declaration 72767,356.625471779002,1,0,0,0,0,1,1,435059.0
declaration 72239,717.743287635598,1,0,0,0,0,1,1,637973.0
declaration 72775,484.230916658263,1,0,0,0,0,1,1,643639.0
declaration 76109,253.32056063964814,1,0,0,0,0,1,1,624585.0
declaration 77841,69.7672655553612,1,0,0,0,0,1,1,547406.0
declaration 77916,526.1230884466372,1,0,0,0,0,1,1,894930.0
declaration 144986,130.92372661709516,1,0,0,0,0,1,1,631087.0
declaration 77849,409.11358157874855,1,1,0,0,0,2,1,528880.0
declaration 72797,1086.0227661291042,1,0,0,0,0,1,1,4245480.0
declaration 77859,644.8089939168566,1,1,0,0,0,2,1,1278308.0
declaration 77926,398.4506209825007,1,0,0,0,0,1,1,198196.0
declaration 144946,1500.5333741656684,1,0,0,0,0,1,1,865918.0
declaration 81898,705.3766177204711,1,0,0,0,0,1,1,1146887.0
declaration 77935,177.74154332490426,1,0,0,0,0,1,1,539890.0
declaration 77943,1585.3545321296476,1,0,0,0,0,1,1,2013465.0
declaration 78069,739.5184939192302,1,0,0,0,0,1,1,2017089.0
declaration 78078,1010.7002646859476,1,1,0,0,0,2,1,544216.0
declaration 78088,2825.5612739196263,1,0,1,0,0,2,1,2097299.0
declaration 144899,32.945473787026195,1,0,0,0,0,1,1,791478.0
declaration 77955,136.9438351403698,1,1,0,0,0,2,1,192981.0
declaration 78110,635.2514478871398,1,0,0,0,0,1,1,109274.0
declaration 78126,210.23283853019916,1,1,0,0,0,2,1,877834.0
declaration 78124,594.9589330404636,1,1,0,0,0,2,1,867929.0
declaration 77979,291.4577309984603,1,1,0,0,0,2,1,616794.0
declaration 78145,2237.9586952990107,1,0,0,0,0,1,1,883907.0
declaration 72252,768.9395826829109,1,0,0,0,0,1,1,2787584.0
declaration 77996,563.0246094258888,1,0,0,0,0,1,1,718860.0
declaration 72886,297.3908776512695,1,1,0,0,0,2,1,878121.0
declaration 78156,28.868661225795037,1,0,0,0,0,1,1,878045.0
declaration 78164,97.83466211506519,1,0,1,0,0,2,1,793597.0
declaration 75088,977.2122938227124,1,0,1,0,0,2,1,884572.0
declaration 75097,1336.462854388287,1,0,1,0,0,2,1,3010333.0
declaration 72906,994.9821881783212,1,1,0,0,0,2,1,1385449.0
declaration 73113,82.42804438181233,1,1,0,0,0,2,1,1833197.0
declaration 73127,78.48888918676818,1,1,0,0,0,2,1,2949075.0
declaration 73143,457.21927629649326,1,1,0,0,0,2,1,636720.0
declaration 75158,152.3258768638685,1,1,0,0,0,2,1,1138444.0
declaration 75111,263.7757113457279,1,1,0,0,0,2,1,970497.0
declaration 73360,258.3779768089108,1,1,0,0,0,2,1,892062.0
declaration 75057,992.5568497468599,1,0,0,0,0,1,1,876261.0
declaration 73380,123.36320396058525,1,0,0,0,0,1,1,703020.0
declaration 73389,10.041273469841752,1,0,0,0,0,1,1,878457.0
declaration 75175,1021.6839242587728,1,1,0,0,0,2,1,891030.0
declaration 73403,0.0,1,1,0,0,0,2,0,0.0
declaration 73401,214.6068633355756,1,1,0,0,0,2,1,2253138.0
declaration 144386,1927.1052701551534,1,0,0,0,0,1,1,2671649.0
declaration 75185,694.8932785552678,1,0,0,0,0,1,1,1309278.0
declaration 73423,657.8453121965888,1,0,0,0,0,1,1,1504421.0
declaration 75289,752.2230524257362,1,1,0,0,0,2,1,5117596.0
declaration 75193,250.82605392500227,1,1,0,0,0,2,1,598941.0
declaration 75310,593.420469335066,1,0,0,0,0,1,1,968422.0
declaration 73436,439.2475042627203,1,0,0,0,0,1,1,886270.0
declaration 143861,0.0,1,0,0,0,0,1,1,1733913.0
declaration 75070,4807.217912272492,1,0,1,0,0,2,1,1222547.0
declaration 72070,5427.949063068078,1,0,1,0,0,2,1,1221369.0
declaration 144933,10.958164375857804,1,0,0,0,0,1,1,1124022.0
declaration 72086,0.0,1,1,0,0,0,2,0,0.0
declaration 72084,335.85495216466813,1,1,0,0,0,2,1,530424.0
declaration 72102,2122.0897835446526,1,0,1,0,0,2,1,1229647.0
declaration 72116,1447.9261360258304,1,0,1,0,0,2,1,520445.0
declaration 75412,477.24303776726947,1,1,0,0,0,2,1,442839.0
declaration 75323,229.96222868911866,1,0,0,0,0,1,1,296057.0
declaration 75341,121.08135303159881,1,1,0,0,0,2,1,2084653.0
declaration 72260,800.9284792802337,1,1,0,0,0,2,1,529427.0
declaration 75519,1177.1903228877848,1,0,0,0,0,1,1,2343412.0
declaration 75535,751.3258134298115,1,0,0,0,0,1,1,525110.0
declaration 75546,133.25092022557178,1,0,0,0,0,1,1,526908.0
declaration 72271,43.2397827182959,1,1,0,0,0,2,1,285901.0
declaration 72282,177.65783498959095,1,1,1,0,0,3,1,5712354.0
declaration 72297,1059.1633402473324,1,0,0,0,0,1,1,2510687.0
declaration 72305,391.65500446571076,1,0,0,0,0,1,1,256862.0
declaration 72313,385.3304045414432,1,1,0,0,0,2,1,1239657.0
declaration 72323,1214.3727435032465,1,0,0,0,0,1,1,702394.0
declaration 72331,228.41272172818083,1,1,0,0,0,2,1,700690.0
declaration 72359,40.13990529568327,1,1,0,0,0,2,1,590273.0
declaration 72413,654.7310493555699,1,0,0,0,0,1,1,370703.0
declaration 72431,1570.6356491504455,1,1,0,0,0,2,1,786276.0
declaration 75558,216.1518869698392,1,1,1,0,0,3,1,377208.0
declaration 72455,309.49136679834737,1,0,0,0,0,1,1,1021097.0
declaration 72465,3208.6272242626515,1,0,1,0,0,2,1,5531399.0
declaration 72475,632.5501619887,1,1,0,0,0,2,1,274496.0
declaration 72485,57.135765628574184,1,1,0,0,0,2,1,289828.0
declaration 72658,5442.596559440727,1,0,1,0,0,2,1,878844.0
declaration 72672,2371.1459853288634,1,1,1,0,0,3,1,1470426.0
declaration 72826,1394.267506698182,1,0,1,0,0,2,1,284780.0
declaration 75435,858.2537411233768,1,0,0,0,0,1,1,3012247.0
declaration 72688,317.3456089792883,1,1,0,0,0,2,1,772838.0
declaration 144166,423.21607938167494,1,0,0,0,0,1,1,202337.0
declaration 75643,566.0258107909817,1,1,0,0,0,2,1,291787.0
declaration 75653,464.34727994513565,1,1,0,0,0,2,1,961886.0
declaration 144523,705.2471175555406,1,1,0,0,0,2,1,792530.0
declaration 75668,310.53735672973653,1,1,0,0,0,2,1,1397350.0
declaration 144468,627.009338507872,1,1,0,0,0,2,1,2605841.0
declaration 75684,1054.3656992085596,1,1,0,0,0,2,1,871542.0
declaration 72705,1413.206571941579,1,0,0,0,0,1,1,292670.0
declaration 75701,579.4893995680344,1,0,0,0,0,1,1,438868.0
declaration 75716,913.5900417701821,1,1,0,0,0,2,1,285291.0
declaration 75735,23.02113896936288,1,0,0,0,0,1,1,403712.0
declaration 76060,38.71636731766091,1,1,0,0,0,2,1,957356.0
declaration 72717,1277.1375002523735,1,1,0,0,0,2,1,524603.0
declaration 75874,611.2750937874509,1,1,0,0,0,2,1,3097042.0
declaration 72847,807.2796412097136,1,1,0,0,0,2,1,875989.0
declaration 75888,1945.1470597796815,1,0,1,0,0,2,1,621772.0
declaration 76075,378.21793693170383,1,0,1,0,0,2,1,442121.0
declaration 76088,0.0,1,0,1,0,0,2,0,153455.0
declaration 76086,2851.88040065415,1,0,1,0,0,2,1,790453.0
declaration 76089,0.0,1,0,1,0,0,2,0,154253.0
declaration 76117,1113.4688394776097,1,1,0,0,0,2,1,546625.0
declaration 80640,1004.8031093847554,1,1,0,0,0,2,1,539383.0
declaration 84739,741.2481954477704,1,1,0,0,0,2,1,1292764.0
declaration 84309,549.7854048189365,1,1,0,0,0,2,1,1152470.0
declaration 144939,879.2124987593189,1,0,0,0,0,1,1,3266930.0
declaration 82119,1417.461058915051,1,0,1,0,0,2,1,551121.0
declaration 79989,163.03282171550939,1,1,0,0,0,2,1,1063526.0
declaration 83051,2281.59331775335,1,0,1,0,0,2,1,354176.0
declaration 79508,718.8402677584941,1,0,0,0,1,2,1,966112.0
declaration 84319,1173.065417492068,1,0,1,0,0,2,1,343435.0
declaration 82531,170.23527345455523,1,1,0,0,0,2,1,887488.0
declaration 84578,2319.8930012689348,1,1,1,0,0,3,1,2438821.0
declaration 81890,633.3510974227365,1,0,0,0,0,1,1,374600.0
declaration 82877,219.5549070406614,1,0,0,0,0,1,1,8734748.0
declaration 80101,341.0626539230489,1,0,0,0,0,1,1,615586.0
declaration 82615,657.0441686910085,1,1,0,0,0,2,1,719607.0
declaration 143943,1540.7405853685696,1,0,0,0,0,1,1,539107.0
declaration 144392,362.46517656274284,1,0,0,0,0,1,1,530216.0
declaration 83683,1415.1598566246157,1,0,0,0,0,1,1,286893.0
declaration 82425,385.5568305237974,1,0,0,0,0,1,1,1479029.0
declaration 85907,2996.975363315232,1,0,1,0,0,2,1,2084926.0
declaration 8242,682.1055081993429,1,0,0,0,1,2,1,1215912.0
declaration 84749,4.891733105753259,1,1,0,0,0,2,1,266828.0
declaration 84751,1454.0676656851563,1,1,0,0,0,2,1,267094.0
declaration 84753,0.0,1,1,0,0,0,2,0,19139.0
declaration 79517,0.0,1,0,0,0,0,1,0,0.0
declaration 79519,739.8746322451805,1,0,0,0,1,2,1,362680.0
declaration 84941,653.1637624153079,1,1,0,0,0,2,1,802185.0
declaration 82435,37.485914993113646,1,1,0,0,0,2,1,3982556.0
declaration 79530,295.0891449709242,1,0,0,0,0,1,1,403738.0
declaration 80550,194.88332059371618,1,1,0,0,0,2,1,618004.0
declaration 80548,131.45975472002155,1,1,0,0,0,2,1,616271.0
declaration 80575,916.0014615727231,1,0,0,0,0,1,1,1278489.0
declaration 85917,722.4775440967668,1,0,1,0,0,2,1,534762.0
declaration 84951,565.9099549728749,1,1,0,0,0,2,1,2066779.0
declaration 80583,1799.8554267054135,1,1,1,0,0,3,1,885673.0
declaration 84589,0.0,1,0,0,0,0,1,0,0.0
declaration 85354,72.44217942147709,1,1,0,0,0,2,1,1745680.0
declaration 84596,376.53779288161167,1,1,0,0,0,2,1,717710.0
declaration 82137,0.0,1,0,1,0,0,2,0,0.0
declaration 82135,2236.3236768804413,1,0,1,0,0,2,1,451011.0
declaration 82138,0.0,1,0,1,0,0,2,0,0.0
declaration 82149,435.36424641204,1,0,0,0,0,1,1,709163.0
declaration 85525,19.446446638941758,1,1,0,0,0,2,1,192321.0
declaration 79659,1592.2521118661996,1,0,1,0,0,2,1,523149.0
declaration 84790,700.7192480259209,1,1,0,0,0,2,1,525057.0
declaration 83075,0.0,1,1,0,0,0,2,0,167367.0
declaration 83073,1129.297682757499,1,1,0,0,0,2,1,1756615.0
declaration 85538,1599.4674804868848,1,0,0,0,0,1,1,1743829.0
declaration 83314,47.326514631163626,1,0,0,0,0,1,1,883452.0
declaration 84770,235.11970396873113,1,1,0,0,0,2,1,544355.0
declaration 85179,888.1272100520426,1,0,0,0,0,1,1,1489113.0
declaration 82966,194.87388377537962,1,0,0,0,0,1,1,521410.0
declaration 85642,1098.5666929225747,1,0,0,0,0,1,1,1488859.0
declaration 85371,442.0730174705848,1,1,0,0,0,2,1,889977.0
declaration 80004,273.68562038989126,1,1,0,0,0,2,1,775245.0
declaration 82885,2754.0457385390846,1,0,1,0,0,2,1,1475990.0
declaration 82550,73.96009154242864,1,0,0,0,0,1,1,1237260.0
declaration 82006,473.66290694414266,1,0,0,0,0,1,1,803078.0
declaration 81914,589.2966682061959,1,1,0,0,0,2,1,801857.0
declaration 80226,233.57042882409826,1,1,0,0,0,2,1,877201.0
declaration 80594,1281.5929598026298,1,0,1,0,0,2,1,5041155.0
declaration 82497,990.7616318734276,1,0,0,0,0,1,1,286615.0
declaration 81924,939.990743513934,1,1,0,0,0,2,1,942453.0
declaration 84328,93.40494839093398,1,0,0,0,0,1,1,591831.0
declaration 84330,842.28321882351,1,0,0,0,0,1,1,594191.0
declaration 82017,349.7888157720084,1,1,0,0,0,2,1,678411.0
declaration 82632,1041.3743617664027,1,0,0,0,0,1,1,401965.0
declaration 84629,1153.2062622369745,1,1,0,0,0,2,1,340375.0
declaration 82846,1096.2940559883505,1,1,0,0,0,2,1,1152674.0
declaration 84780,715.6690630084638,1,1,0,0,0,2,1,589057.0
declaration 83392,413.28330115532265,1,1,0,0,0,2,1,1150575.0
declaration 144476,0.0,0,0,0,0,0,0,0,0.0
declaration 82717,3117.5739220151954,1,1,0,0,0,2,1,685157.0
declaration 143973,394.6979029148078,1,1,0,0,0,2,1,1817504.0
declaration 81338,1060.100165197881,1,1,0,0,0,2,1,699061.0
declaration 79874,363.52010912974555,1,0,0,0,0,1,1,525825.0
declaration 79054,1724.9562799250723,1,0,1,0,0,2,1,346455.0
declaration 82452,902.9000071561677,1,0,0,0,0,1,1,889741.0
declaration 85546,364.22609627334987,1,1,0,0,0,2,1,548860.0
declaration 85381,22.36920497166112,1,1,0,0,0,2,1,431940.0
declaration 79882,772.0830569821168,1,0,0,0,0,1,1,14069306.0
declaration 84611,605.060976612686,1,0,0,0,0,1,1,1406885.0
declaration 144955,92.44368452359652,1,1,0,0,0,2,1,974693.0
declaration 81937,26.323437427426253,1,0,0,0,0,1,1,2932872.0
declaration 82566,430.2691470647682,1,1,0,0,0,2,1,786715.0
declaration 81351,1742.1876915792682,1,0,1,0,0,2,1,2354890.0
declaration 82754,975.226023091824,1,0,0,0,0,1,1,285555.0
declaration 79538,631.4986562879601,1,1,0,0,0,2,1,272420.0
declaration 82507,549.24343306829,1,1,0,0,0,2,1,2095490.0
declaration 86429,944.1304332762606,1,0,0,0,0,1,1,698607.0
declaration 82035,961.6765107479266,1,1,0,0,0,2,1,542507.0
declaration 86102,1614.1410962003672,1,0,0,0,0,1,1,10118696.0
declaration 85886,86.95799174885254,1,0,0,0,0,1,1,521854.0
declaration 83139,767.654686234135,1,1,0,0,0,2,1,893755.0
declaration 81370,2467.6746899976533,1,0,1,0,0,2,1,855776.0
declaration 82045,428.8825012447283,1,0,0,0,0,1,1,439537.0
declaration 81906,649.7379304737776,1,0,0,0,0,1,1,423814.0
declaration 85926,1323.60616240798,1,0,0,0,0,1,1,960716.0
declaration 83327,27.613502042064816,1,0,0,0,0,1,1,263813.0
declaration 143961,1592.8465271456291,1,0,1,0,0,2,1,544732.0
declaration 80017,1234.3990216900313,1,1,0,0,0,2,1,717908.0
declaration 143898,1405.9295254500248,1,0,1,0,0,2,1,537732.0
declaration 82579,558.1847509077825,1,1,0,0,0,2,1,5879599.0
declaration 82895,3116.821161781955,1,0,1,0,0,2,1,1900289.0
declaration 79893,3614.637710054648,1,0,1,0,0,2,1,6301386.0
declaration 82912,2304.6354641606877,1,1,1,0,0,3,1,639015.0
declaration 83717,2242.226588003914,1,1,0,0,0,2,1,803912.0
declaration 83727,1836.6988964724258,1,0,0,0,0,1,1,2274909.0
declaration 81384,747.2822773874566,1,0,0,1,1,3,1,1913875.0
declaration 82053,183.80360646346432,1,0,0,0,0,1,1,542634.0
declaration 84621,1184.7408059819304,1,0,0,0,0,1,1,680140.0
declaration 85391,799.3859408427813,1,1,0,0,0,2,1,3976885.0
declaration 82464,200.2974941272207,1,1,0,0,0,2,1,368826.0
declaration 81360,360.353849434131,1,1,0,0,0,2,1,529297.0
declaration 85556,794.3298899635947,1,0,0,0,0,1,1,1727603.0
declaration 80610,103.22713993868088,1,1,0,0,0,2,1,461450.0
declaration 81945,788.2319511343757,1,0,0,0,0,1,1,1654614.0
declaration 85403,212.79039010026676,1,0,0,0,0,1,1,866146.0
declaration 82520,1192.6725724497742,1,0,0,0,0,1,1,2439364.0
declaration 79547,1127.5367976218145,1,0,0,0,0,1,1,280348.0
declaration 82061,408.01956425913323,1,0,0,0,0,1,1,2445926.0
declaration 82727,603.0958528651959,1,1,0,0,0,2,1,779233.0
declaration 85650,563.5104107852409,1,1,0,0,0,2,1,449310.0
declaration 80236,525.0109761304502,1,0,0,0,0,1,1,1900736.0
declaration 83248,295.15386265836696,1,0,0,0,0,1,1,1056580.0
declaration 80109,448.58587403589024,1,1,0,0,0,2,1,282164.0
declaration 82160,663.8636443089262,1,0,0,0,0,1,1,798020.0
declaration 82929,806.3956815213494,1,1,0,0,0,2,1,524481.0
declaration 144263,167.54185887204912,1,0,0,0,0,1,1,955047.0
declaration 82640,4685.53655725134,1,0,1,0,0,2,1,520300.0
declaration 80128,602.9403737675983,1,1,1,0,0,3,1,3286883.0
