,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 44557,99.58873889512925,1,0,0,0,1,2,1,268942.0
declaration 145903,619.8318783395803,1,0,0,1,1,3,1,433709.0
declaration 31916,419.12509198294373,1,0,0,0,1,2,1,976980.0
declaration 64661,1113.6173941575798,1,0,1,0,1,3,1,1474426.0
declaration 5998,620.8006925056175,1,0,0,0,1,2,1,625860.0
declaration 5626,3174.696061924399,1,0,1,1,1,4,1,1235216.0
declaration 4199,305.9809183949088,1,0,0,0,1,2,1,846843.0
declaration 5640,147.93292335621624,1,0,0,0,1,2,1,439729.0
declaration 6027,389.46128529752497,1,0,0,1,1,3,1,1144907.0
declaration 1483,34.64846610581611,1,0,0,1,1,3,1,1150815.0
declaration 6011,1878.7584496831423,1,0,1,1,1,4,1,2534366.0
declaration 982,1030.615428455056,1,0,0,1,1,3,1,1052151.0
declaration 145852,1248.0454408119667,1,0,0,0,1,2,1,631161.0
declaration 32055,2021.7368952523072,1,0,0,0,1,2,1,596069.0
declaration 31926,2105.3949736765408,1,0,0,0,1,2,1,333813.0
declaration 146527,582.675501527822,1,0,0,0,1,2,1,628676.0
declaration 1002,361.3922395272099,1,0,0,0,1,2,1,1127756.0
declaration 465,908.9192863816692,1,0,0,0,1,2,1,608722.0
declaration 23977,1258.6805107004866,1,0,0,0,1,2,1,4152953.0
declaration 489,6.3369739416635875,1,0,0,0,1,2,1,529479.0
declaration 6043,267.9634695332031,1,0,0,0,1,2,1,1058314.0
declaration 5652,184.6984274537989,1,0,0,1,1,3,1,1141520.0
declaration 6057,3476.943748345519,1,0,1,1,1,4,1,4234073.0
declaration 4213,477.5467468234459,1,0,0,0,1,2,1,2947733.0
declaration 6078,0.0,1,0,0,1,1,3,0,0.0
declaration 1029,253.3214295091041,1,0,0,0,1,2,1,2000402.0
declaration 14919,443.4878646387333,1,0,0,0,1,2,1,2006025.0
declaration 14700,327.5411489972241,1,0,0,1,1,3,1,547901.0
declaration 4224,1354.9066542997425,1,0,0,0,1,2,1,1110590.0
declaration 5665,537.6672248924509,1,0,0,0,1,2,1,885811.0
declaration 24005,2247.5743988765657,1,0,0,0,1,2,1,266749.0
declaration 506,2483.937701529202,1,0,0,0,1,2,1,942480.0
declaration 5682,803.2106242836594,1,0,0,0,1,2,1,2093417.0
declaration 6211,100.10664902870383,1,0,0,0,1,2,1,513170.0
declaration 24206,67.44385262805581,1,0,0,0,1,2,1,1064838.0
declaration 67085,1209.5592150040968,1,0,1,1,1,4,1,1146890.0
declaration 6223,299.3744453521131,1,0,0,0,1,2,1,929802.0
declaration 146535,84.49034194998862,1,0,0,1,1,3,1,547929.0
declaration 27440,323.65272816687906,1,0,0,0,1,2,1,371433.0
declaration 32065,2004.400518337454,1,0,0,0,1,2,1,1137940.0
declaration 42704,1302.6769264559448,1,0,0,1,1,3,1,284202.0
declaration 14712,253.80622172595855,1,0,0,1,1,3,1,1397870.0
declaration 531,1941.7299926765697,1,0,0,0,1,2,1,625849.0
declaration 545,83.52664786660868,1,0,0,1,1,3,1,2079725.0
declaration 572,107.73224833573416,1,0,0,1,1,3,1,2343910.0
declaration 67118,0.0,1,0,0,0,1,2,0,80302.0
declaration 67116,322.63427172335923,1,0,0,0,1,2,1,545907.0
declaration 32360,1469.19734562981,1,0,0,0,1,2,1,940955.0
declaration 67137,110.2079339360992,1,0,0,1,1,3,1,1558095.0
declaration 14933,418.5401584620922,1,0,0,1,1,3,1,2144001.0
declaration 1041,394.01643794491076,1,0,1,0,1,3,1,527796.0
declaration 600,337.660916907567,1,0,1,1,1,4,1,1974106.0
declaration 32077,277.2373844083182,1,0,0,1,1,3,1,1750762.0
declaration 625,1308.1477187885646,1,0,0,0,1,2,1,374100.0
declaration 42716,1778.4024320129872,1,0,1,0,1,3,1,1213528.0
declaration 32694,408.87469524272484,1,0,0,0,1,2,1,533967.0
declaration 64676,633.6795262712684,1,0,0,0,1,2,1,1129423.0
declaration 146546,864.1953697581409,1,0,0,0,1,2,1,868062.0
declaration 6098,81.09565522645798,1,0,0,0,1,2,1,361413.0
declaration 67724,1196.8937066555545,1,0,0,0,1,2,1,1226468.0
declaration 637,393.08952069146426,1,0,0,0,1,2,1,289250.0
declaration 6110,1044.492715965166,1,0,0,0,1,2,1,692729.0
declaration 6112,0.0,1,0,0,0,1,2,0,3307.0
declaration 649,337.2690420388989,1,0,0,0,1,2,1,652922.0
declaration 32148,247.71561881325366,1,0,0,1,1,3,1,2232845.0
declaration 1434,349.5477112782986,1,0,0,1,1,3,1,605414.0
declaration 1446,1730.5259796997586,1,0,0,1,1,3,1,760831.0
declaration 1056,859.0152712667458,1,0,0,1,1,3,1,2597966.0
declaration 24427,678.1801397681656,1,0,0,0,1,2,1,2245862.0
declaration 24426,0.0,1,0,0,0,1,2,0,158411.0
declaration 24424,20.760616523515274,1,0,0,0,1,2,1,430103.0
declaration 1081,125.821918324335,1,0,0,1,1,3,1,1127989.0
declaration 1079,115.7561648583882,1,0,0,1,1,3,1,539573.0
declaration 4247,252.35722898603217,1,0,0,0,1,2,1,686601.0
declaration 4240,0.0,1,0,0,0,1,2,0,0.0
declaration 1101,527.780012567365,1,0,0,0,1,2,1,718094.0
declaration 1501,1887.0656641721498,1,0,1,1,1,4,1,2146699.0
declaration 42727,1099.810757268052,1,0,0,0,1,2,1,1205545.0
declaration 34730,1215.9879499372123,1,0,0,0,1,2,1,1636354.0
declaration 1528,930.6619205309698,1,0,0,1,1,3,1,1400209.0
declaration 67164,158.08599909397554,1,0,0,0,1,2,1,287054.0
declaration 1126,51.89996026907196,1,0,0,0,1,2,1,270440.0
declaration 1544,49.90380795103073,1,0,0,0,1,2,1,270967.0
declaration 45001,1141.3315905968345,1,0,0,0,1,2,1,551264.0
declaration 4666,44.061045214383206,1,0,0,1,1,3,1,638918.0
declaration 34740,157.04591084828587,1,0,0,0,1,2,1,611296.0
declaration 1555,599.0907354027133,1,0,0,1,1,3,1,2144262.0
declaration 1574,535.0617231619799,1,0,0,0,1,2,1,3224037.0
declaration 1137,2559.8284861787997,1,0,1,1,1,4,1,5704869.0
declaration 1971,261.10476681581366,1,0,0,1,1,3,1,807793.0
declaration 14736,1197.128845671359,1,0,0,0,1,2,1,786438.0
declaration 1984,1408.4374668435046,1,0,0,0,1,2,1,1046686.0
declaration 1995,833.3637336293664,1,0,0,1,1,3,1,802699.0
declaration 14746,1143.336965371882,1,0,0,0,1,2,1,877911.0
declaration 42690,0.0,1,0,0,1,1,3,0,333734.0
declaration 2007,48.353939428162754,1,0,0,1,1,3,1,943108.0
declaration 1597,382.8208374886353,1,0,0,1,1,3,1,967259.0
declaration 2020,428.71738619111113,1,0,0,1,1,3,1,977335.0
declaration 1624,319.4519905383922,1,0,0,0,1,2,1,528764.0
declaration 1634,867.4750129530722,1,0,0,0,1,2,1,610577.0
declaration 2035,0.0,1,0,0,1,1,3,0,276913.0
declaration 2036,223.29618919876845,1,0,0,1,1,3,1,1485895.0
declaration 14764,393.1731932857467,1,0,0,0,1,2,1,892493.0
declaration 67746,217.00552097186056,1,0,0,0,1,2,1,1392451.0
declaration 32387,238.94646514178947,1,0,1,1,1,4,1,1321590.0
declaration 32385,176.6126046700183,1,0,1,1,1,4,1,1318815.0
declaration 2057,63.73331169572337,1,0,0,1,1,3,1,523639.0
declaration 1646,616.357679692041,1,0,0,0,1,2,1,961780.0
declaration 1656,901.6100084543434,1,0,0,1,1,3,1,1218705.0
declaration 2074,716.5781234556251,1,0,0,0,1,2,1,1147311.0
declaration 24018,341.8284688505057,1,0,0,0,1,2,1,1812248.0
declaration 14779,116.4515087736512,1,0,0,0,1,2,1,616015.0
declaration 1671,52.9556859635986,1,0,0,0,1,2,1,1124465.0
declaration 2084,477.3118579279813,1,0,0,1,1,3,1,1549834.0
declaration 2098,1915.5694430752096,1,0,1,1,1,4,1,1549877.0
declaration 3845,261.4056275645686,1,0,0,0,1,2,1,277859.0
declaration 64719,222.72915114380274,1,0,0,0,1,2,1,1228557.0
declaration 15986,0.0,1,0,0,0,1,2,0,433256.0
declaration 24037,402.1828976116406,1,0,0,0,1,2,1,671278.0
declaration 2115,1027.9348933698932,1,0,0,1,1,3,1,1140847.0
declaration 55341,438.44116491400666,1,0,0,1,1,3,1,959308.0
declaration 67764,61.05014656497356,1,0,0,0,1,2,1,782032.0
declaration 2127,754.1029506944125,1,0,0,1,1,3,1,534628.0
declaration 2139,679.1569230528394,1,0,0,1,1,3,1,533838.0
declaration 57312,1940.4166742513692,1,0,0,0,1,2,1,877337.0
declaration 2156,449.0410493002676,1,0,0,1,1,3,1,1303509.0
declaration 2155,0.0,1,0,0,1,1,3,0,0.0
declaration 2170,1521.2608839938262,1,0,1,0,1,3,1,1730079.0
declaration 2186,526.4699635499406,1,0,0,0,1,2,1,2182089.0
declaration 27453,300.23513552648217,1,0,0,0,1,2,1,6323564.0
declaration 4257,684.6863340321329,1,0,0,0,1,2,1,3643209.0
declaration 44573,653.4432498835998,1,0,0,0,1,2,1,628906.0
declaration 4267,293.3668813869666,1,0,0,0,1,2,1,279209.0
declaration 4278,1749.9210231882803,1,0,0,0,1,2,1,1044609.0
declaration 2199,2009.0693456507554,1,0,1,0,1,3,1,6405083.0
declaration 2211,2280.1891634280964,1,0,0,1,1,3,1,2442533.0
declaration 2223,1006.6018010996415,1,0,0,0,1,2,1,2442235.0
declaration 2234,411.26877201567606,1,0,0,0,1,2,1,278010.0
declaration 24468,460.85159892126006,1,0,0,0,1,2,1,799297.0
declaration 2952,55.494909449715614,1,0,0,0,1,2,1,1150840.0
declaration 2962,2400.3305278771286,1,0,1,0,1,3,1,8488949.0
declaration 34752,435.05042892829385,1,0,0,1,1,3,1,1207455.0
declaration 24483,2370.3987415683264,1,0,1,0,1,3,1,2147772.0
declaration 24503,139.1732492238756,1,0,0,0,1,2,1,267636.0
declaration 3654,963.3246938880402,1,0,0,1,1,3,1,281150.0
declaration 3680,760.1809690436402,1,0,0,0,1,2,1,521443.0
declaration 3682,0.0,1,0,0,0,1,2,0,660144.0
declaration 46413,81.48051864319234,1,0,0,0,1,2,1,686828.0
declaration 42737,192.01913611469305,1,0,0,1,1,3,1,371375.0
declaration 3699,648.4481098689819,1,0,0,0,1,2,1,803026.0
declaration 4683,185.16989880512054,1,0,0,0,1,2,1,623825.0
declaration 3713,1802.4887201324173,1,0,1,1,1,4,1,539983.0
declaration 4696,92.47525754547716,1,0,0,0,1,2,1,549079.0
declaration 146580,180.01710307653312,1,0,0,1,1,3,1,1656322.0
declaration 34771,1334.8532910342267,1,0,0,1,1,3,1,723014.0
declaration 4706,827.7169004965482,1,0,0,0,1,2,1,1064498.0
declaration 145741,243.1187522635097,1,0,0,1,1,3,1,446098.0
declaration 64690,665.2757023824432,1,0,0,0,1,2,1,542669.0
declaration 3730,1106.8284896402151,1,0,0,1,1,3,1,1413692.0
declaration 3732,0.0,1,0,0,1,1,3,0,0.0
declaration 145748,55.46647913853963,1,0,0,0,1,2,1,444113.0
declaration 5698,1025.194712787872,1,0,0,0,1,2,1,3818736.0
declaration 3752,69.35796568527313,1,0,0,0,1,2,1,336532.0
declaration 4717,769.358301871865,1,0,0,1,1,3,1,1748549.0
declaration 145762,352.0685823029305,1,0,0,0,1,2,1,1024073.0
declaration 5788,473.08348649272097,1,0,0,0,1,2,1,519773.0
declaration 145769,129.16559748470698,1,0,0,0,1,2,1,3070373.0
declaration 5725,1238.8952292510332,1,0,0,1,1,3,1,1230025.0
declaration 5741,654.7026941993918,1,0,0,1,1,3,1,613553.0
declaration 42749,1502.7465534843598,1,0,0,0,1,2,1,5038209.0
declaration 44585,543.8480284881739,1,0,0,0,1,2,1,1917293.0
declaration 3762,1883.6729819846696,1,0,0,0,1,2,1,3302786.0
declaration 34782,2219.541337019914,1,0,0,1,1,3,1,2250089.0
declaration 64706,949.5278683767334,1,0,0,0,1,2,1,884149.0
declaration 5759,0.0,1,0,0,0,1,2,1,2181287.0
declaration 67174,852.8700271122443,1,0,0,0,1,2,1,1128134.0
declaration 5773,6176.756248204237,1,0,1,0,1,3,1,1832658.0
declaration 3778,1841.3411574971549,1,0,1,1,1,4,1,1310709.0
declaration 3795,705.1237351476198,1,0,0,1,1,3,1,786949.0
declaration 42762,119.5957573701037,1,0,0,1,1,3,1,1148720.0
declaration 3809,166.59561507307288,1,0,0,0,1,2,1,1752309.0
declaration 14905,2354.1503649632423,1,0,0,0,1,2,1,453740.0
declaration 5024,477.69541626894534,1,0,0,0,1,2,1,1227901.0
declaration 5808,208.07591751592096,1,0,0,0,1,2,1,1229227.0
declaration 32424,350.2087769476365,1,0,0,0,1,2,1,1474214.0
declaration 62936,1100.6771473369618,1,0,0,1,1,3,1,700510.0
declaration 42773,62.59476522455837,1,0,0,1,1,3,1,1236172.0
declaration 3834,157.26677180879722,1,0,0,0,1,2,1,270643.0
declaration 67187,328.9601391879037,1,0,0,1,1,3,1,1210825.0
declaration 67779,606.1875248990875,1,0,0,1,1,3,1,1900572.0
declaration 44607,1134.897038328922,1,0,0,1,1,3,1,1142337.0
declaration 57329,591.1062536403285,1,0,0,0,1,2,1,865273.0
declaration 145822,0.0,0,0,0,0,0,0,0,0.0
declaration 15151,1503.7640327789907,1,0,1,1,1,4,1,589129.0
declaration 32444,1469.0527065129893,1,0,0,1,1,3,1,879908.0
declaration 45572,40.3728571867097,1,0,1,1,1,4,1,437054.0
declaration 45574,105.53606527753941,1,0,1,1,1,4,1,598298.0
declaration 45578,109.07754397812798,1,0,1,1,1,4,1,775076.0
declaration 64737,119.90304205237274,1,0,0,0,1,2,1,625710.0
declaration 5834,1041.9491878086321,1,0,0,1,1,3,1,1145036.0
declaration 32462,154.5245634167036,1,0,0,0,1,2,1,616081.0
declaration 24078,452.90903464384246,1,0,0,1,1,3,1,1759598.0
declaration 27463,1306.569222464253,1,0,1,0,1,3,1,613414.0
declaration 42787,108.84013632408652,1,0,0,1,1,3,1,2529821.0
declaration 42806,218.6363914177684,1,0,0,0,1,2,1,804721.0
declaration 145828,3710.394820107834,1,0,0,1,1,3,1,2346605.0
declaration 3868,1805.0196288851403,1,0,0,0,1,2,1,887586.0
declaration 3882,641.456016398117,1,0,0,0,1,2,1,1638663.0
declaration 67797,200.89988174431826,1,0,0,0,1,2,1,616538.0
declaration 44619,35.122356948307385,1,0,0,0,1,2,1,610614.0
declaration 43124,364.7368816374156,1,0,0,1,1,3,1,702389.0
declaration 67812,1446.708033877266,1,0,0,1,1,3,1,4404141.0
declaration 32472,805.5282876522027,1,0,0,0,1,2,1,280336.0
declaration 5855,1976.392963826596,1,0,0,0,1,2,1,3723991.0
declaration 24137,2481.490360421492,1,0,1,0,1,3,1,1138517.0
declaration 15190,711.5176292874364,1,0,1,0,1,3,1,1196491.0
declaration 15189,0.0,1,0,1,0,1,3,0,1859335.0
declaration 3901,2042.0086533272797,1,0,1,0,1,3,1,1109056.0
declaration 53503,768.0835651141425,1,0,0,0,1,2,1,1138130.0
declaration 3920,414.9061346082928,1,0,0,1,1,3,1,1231658.0
declaration 57347,922.4525123065731,1,0,0,0,1,2,1,236351.0
declaration 3940,350.2172531452731,1,0,1,0,1,3,1,2410864.0
declaration 5875,575.5871364621363,1,0,0,0,1,2,1,2095927.0
declaration 43144,99.32253557153274,1,0,0,0,1,2,1,865635.0
declaration 3962,179.61122297923433,1,0,0,0,1,2,1,1152273.0
declaration 39153,1004.208084012802,1,0,0,0,1,2,1,1133607.0
declaration 23363,83.03817474566586,1,0,0,0,1,2,1,964211.0
declaration 41874,104.45793191267218,1,0,0,0,1,2,1,1137042.0
declaration 41108,319.8785284304714,1,0,0,0,1,2,1,241946.0
declaration 25377,1190.5829477614311,1,0,0,0,1,2,1,543660.0
declaration 3972,285.48437303988493,1,0,0,0,1,2,1,943474.0
declaration 27474,917.2953829492857,1,0,1,1,1,4,1,1025348.0
declaration 5889,575.7864664630118,1,0,0,0,1,2,1,621291.0
declaration 5899,336.5642253712103,1,0,0,0,1,2,1,269808.0
declaration 145913,3642.204604498627,1,0,1,0,1,3,1,2098107.0
declaration 5911,3417.96224332525,1,0,1,0,1,3,1,276251.0
declaration 5065,435.5826548720733,1,0,0,0,1,2,1,1319550.0
declaration 43160,1251.8788899539027,1,0,0,1,1,3,1,280983.0
declaration 32711,132.56988959752996,1,0,0,1,1,3,1,617513.0
declaration 32486,596.4957647793401,1,0,1,0,1,3,1,625718.0
declaration 24158,95.29641124325025,1,0,0,0,1,2,1,716462.0
declaration 145924,1698.867005078576,1,0,0,0,1,2,1,274104.0
declaration 5082,192.81475714722632,1,0,0,0,1,2,1,2099176.0
declaration 57360,2116.5607382611047,1,0,0,1,1,3,1,2175152.0
declaration 147144,161.34920593530262,1,0,0,1,1,3,1,1217645.0
declaration 5096,1219.5035325133565,1,0,0,0,1,2,1,982378.0
declaration 146946,484.9911804137166,1,0,0,1,1,3,1,1216285.0
declaration 147234,716.6089333655846,1,0,0,1,1,3,1,614576.0
declaration 147226,300.9964718910031,1,0,0,1,1,3,1,1215736.0
declaration 67830,2007.2486478871376,1,0,0,1,1,3,1,1490601.0
declaration 67201,258.73608406661685,1,0,0,0,1,2,1,956265.0
declaration 57377,1189.3859613596414,1,0,1,1,1,4,1,450030.0
declaration 67854,119.03565323460404,1,0,0,0,1,2,1,105924.0
declaration 63255,83.64571632931849,1,0,0,1,1,3,1,1207661.0
declaration 24173,529.6709012753614,1,0,0,0,1,2,1,808853.0
declaration 67864,875.8856836344646,1,0,0,0,1,2,1,1468630.0
declaration 32504,896.0828567992628,1,0,0,1,1,3,1,1330101.0
declaration 67874,1965.4833279144937,1,0,1,0,1,3,1,535461.0
declaration 33179,227.2253325614908,1,0,0,0,1,2,1,627091.0
declaration 33177,55.349760495747766,1,0,0,0,1,2,1,1217439.0
declaration 46006,235.8624814591988,1,0,0,1,1,3,1,882262.0
declaration 67219,361.21171316938427,1,0,0,1,1,3,1,808039.0
declaration 5108,2519.7057710092927,1,0,1,0,1,3,1,2083543.0
declaration 67260,1162.8600134003227,1,0,1,1,1,4,1,612979.0
declaration 32516,877.3718849511255,1,0,0,1,1,3,1,1149311.0
declaration 5127,20.891140336469594,1,0,0,0,1,2,1,14431041.0
declaration 44629,641.5445139482571,1,0,0,0,1,2,1,447827.0
declaration 27491,626.8838694595829,1,0,0,0,1,2,1,413117.0
declaration 57405,123.13947948804892,1,0,0,0,1,2,1,525052.0
declaration 32528,1444.0111932774337,1,0,0,1,1,3,1,2079935.0
declaration 5927,823.4779866990702,1,0,0,0,1,2,1,1131406.0
declaration 147242,1086.85178737721,1,0,0,1,1,3,1,1125723.0
declaration 5146,591.8984064363588,1,0,1,1,1,4,1,863783.0
declaration 5940,824.7138603804419,1,0,0,1,1,3,1,2417070.0
declaration 146916,477.08653672335885,1,0,0,0,1,2,1,523385.0
declaration 5164,822.8665305027267,1,0,0,0,1,2,1,631849.0
declaration 5174,35.43947428566439,1,0,0,0,1,2,1,522102.0
declaration 63267,252.65079348745084,1,0,0,0,1,2,1,757749.0
declaration 43179,44.99122026599734,1,0,0,0,1,2,1,630223.0
declaration 5191,731.3048850616175,1,0,0,1,1,3,1,3055677.0
declaration 67886,121.37135587224007,1,0,0,1,1,3,1,789015.0
declaration 5206,37.63452895263258,1,0,0,1,1,3,1,634226.0
declaration 43189,877.5436781698393,1,0,0,0,1,2,1,259827.0
declaration 64758,652.7575063011673,1,0,1,1,1,4,1,891672.0
declaration 42874,378.0711214652356,1,0,0,0,1,2,1,624093.0
declaration 43205,766.7791643268233,1,0,0,1,1,3,1,964200.0
declaration 30874,495.0515234849539,1,0,0,1,1,3,1,706611.0
declaration 30890,1677.3916598588203,1,0,1,1,1,4,1,875541.0
declaration 41793,439.1381681977554,1,0,0,0,1,2,1,1297977.0
declaration 40557,2978.3796044439587,1,0,1,0,1,3,1,1130906.0
declaration 44042,95.98609675522812,1,0,0,0,1,2,1,1392207.0
declaration 147127,920.1887715039175,1,0,0,1,1,3,1,1046052.0
declaration 41363,721.886337106703,1,0,0,0,1,2,1,1136023.0
declaration 147294,499.3439840508735,1,0,0,0,1,2,1,699755.0
declaration 42820,527.0842421449137,1,0,1,0,1,3,1,712837.0
declaration 42837,293.56703662069793,1,0,0,1,1,3,1,4155239.0
declaration 41803,286.0523812448438,1,0,1,1,1,4,1,613113.0
declaration 25265,2124.354346316198,1,0,0,0,1,2,1,1205646.0
declaration 25275,1682.748763781774,1,0,1,1,1,4,1,515906.0
declaration 41824,415.1755572566356,1,0,1,1,1,4,1,1832281.0
declaration 41826,0.0,1,0,1,1,1,4,0,878852.0
declaration 28216,497.4681065823883,1,0,0,1,1,3,1,613233.0
declaration 146923,8451.211778588002,1,0,0,0,1,2,1,976373.0
declaration 147250,2586.363335864124,1,0,0,0,1,2,1,2182221.0
declaration 40569,1934.9891573895657,1,0,0,0,1,2,1,1218332.0
declaration 40573,0.0,1,0,0,0,1,2,0,488382.0
declaration 40572,0.0,1,0,0,0,1,2,0,489733.0
declaration 40568,0.0,1,0,0,0,1,2,0,346930.0
declaration 40571,0.0,1,0,0,0,1,2,0,923933.0
declaration 25288,1045.6232891933194,1,0,0,0,1,2,1,627444.0
declaration 28234,964.037504939511,1,0,0,1,1,3,1,2432855.0
declaration 40594,373.57522373442316,1,0,0,1,1,3,1,1205030.0
declaration 67311,1244.9260143141526,1,0,0,1,1,3,1,591197.0
declaration 67277,504.71437715848526,1,0,0,0,1,2,1,860934.0
declaration 44067,993.0183160790352,1,0,1,1,1,4,1,2354180.0
declaration 30903,487.74379210494993,1,0,0,1,1,3,1,710010.0
declaration 40606,37.392370524725,1,0,0,0,1,2,1,279001.0
declaration 41858,2459.4944209787823,1,0,0,0,1,2,1,4585647.0
declaration 13688,886.4563005427485,1,0,0,0,1,2,1,2268109.0
declaration 48773,367.38115566251764,1,0,0,1,1,3,1,976823.0
declaration 25303,787.4999424474086,1,0,0,0,1,2,1,443381.0
declaration 25301,726.3470150624275,1,0,0,0,1,2,1,608012.0
declaration 13705,958.0143159894571,1,0,0,0,1,2,1,193154.0
declaration 147263,0.0,1,0,0,1,1,3,1,702678.0
declaration 41884,10.65497147894552,1,0,0,0,1,2,1,532089.0
declaration 42854,21.18395954862119,1,0,0,0,1,2,1,279151.0
declaration 41894,1270.634382784523,1,0,0,1,1,3,1,3287032.0
declaration 41906,724.3552713764902,1,0,0,0,1,2,1,1097670.0
declaration 36941,800.5528229374975,1,0,0,0,1,2,1,860635.0
declaration 21433,759.5604154071228,1,0,0,1,1,3,1,1175462.0
declaration 28254,248.78891183905984,1,0,1,0,1,3,1,3035474.0
declaration 25058,87.67230316564127,1,0,0,1,1,3,1,974398.0
declaration 49879,63.59040729951925,1,0,0,1,1,3,1,894086.0
declaration 41118,592.0868249989155,1,0,0,1,1,3,1,929299.0
declaration 30918,2246.9320270212006,1,0,1,1,1,4,1,1535731.0
declaration 53305,3884.8706725650527,1,0,0,0,1,2,1,2065424.0
declaration 44087,553.0556154726354,1,0,0,0,1,2,1,681871.0
declaration 53326,901.0150912143378,1,0,0,1,1,3,1,1236181.0
declaration 36952,179.2578699288878,1,0,0,0,1,2,1,530517.0
declaration 55400,1458.9593987909095,1,0,0,0,1,2,1,1134817.0
declaration 28272,1099.0167604121782,1,0,0,0,1,2,1,2342254.0
declaration 48785,1152.4873535945776,1,0,0,0,1,2,1,438465.0
declaration 41919,3989.346792144557,1,0,0,0,1,2,1,782635.0
declaration 44646,103.57251280513744,1,0,0,0,1,2,1,285251.0
declaration 32541,1331.530277704842,1,0,0,0,1,2,1,796919.0
declaration 48796,1967.5157491811485,1,0,0,0,1,2,1,595403.0
declaration 42864,175.92350356520262,1,0,0,0,1,2,1,779192.0
declaration 44099,760.2556383105709,1,0,0,0,1,2,1,524925.0
declaration 40616,327.5990427869952,1,0,0,0,1,2,1,1387064.0
declaration 24523,272.2971879642467,1,0,0,0,1,2,1,286913.0
declaration 44112,0.0,1,0,0,1,1,3,0,0.0
declaration 15232,2033.9990559371106,1,0,0,1,1,3,1,6666820.0
declaration 53426,979.1974669214949,1,0,0,1,1,3,1,1333927.0
declaration 147274,3697.6415061814796,1,0,1,1,1,4,1,2054916.0
declaration 147209,400.73559540991175,1,0,0,1,1,3,1,841433.0
declaration 32970,663.0449321388865,1,0,0,1,1,3,1,544183.0
declaration 147066,1711.2745846983794,1,0,0,0,1,2,1,1676770.0
declaration 146861,1161.5640357981924,1,0,0,1,1,3,1,804846.0
declaration 24536,1051.0340832876702,1,0,0,0,1,2,1,981066.0
declaration 44692,444.76460764134663,1,0,0,0,1,2,1,590236.0
declaration 48809,2172.1511754583753,1,0,1,0,1,3,1,336709.0
declaration 30939,2045.1934201147865,1,0,1,0,1,3,1,501109.0
declaration 26290,839.8974680779683,1,0,0,1,1,3,1,3121460.0
declaration 30950,2909.155969713867,1,0,1,0,1,3,1,5127664.0
declaration 54079,458.0030382655619,1,0,0,0,1,2,1,287816.0
declaration 24546,27.26946371269922,1,0,0,0,1,2,1,555569.0
declaration 24556,1075.2845350348443,1,0,1,0,1,3,1,533021.0
declaration 44669,500.0357651391483,1,0,0,0,1,2,1,4866884.0
declaration 41929,2338.6205910871145,1,0,0,0,1,2,1,1413936.0
declaration 41130,765.4427516649449,1,0,0,0,1,2,1,1465703.0
declaration 40632,1151.4601116726408,1,0,1,1,1,4,1,881440.0
declaration 32556,383.9075378764114,1,0,0,0,1,2,1,3387671.0
declaration 41941,458.2091992853865,1,0,0,0,1,2,1,595639.0
declaration 48824,214.46707132532367,1,0,0,1,1,3,1,2970111.0
declaration 44682,352.8326595801167,1,0,0,0,1,2,1,960439.0
declaration 24569,65.28731991977573,1,0,0,1,1,3,1,1235209.0
declaration 30965,1388.2899157542295,1,0,0,0,1,2,1,288309.0
declaration 28297,58.71292814195096,1,0,0,0,1,2,1,547712.0
declaration 40667,684.2226275654982,1,0,0,0,1,2,1,1042999.0
declaration 21462,233.29403293448385,1,0,0,0,1,2,1,603251.0
declaration 44120,587.0647433841585,1,0,0,1,1,3,1,1398090.0
declaration 14805,288.47169753282003,1,0,0,1,1,3,1,2525325.0
declaration 43223,126.44517460755725,1,0,0,0,1,2,1,617321.0
declaration 42328,1396.2752551281612,1,0,0,0,1,2,1,4763948.0
declaration 64777,176.0895243871507,1,0,0,1,1,3,1,3110181.0
declaration 43247,0.0,1,0,0,0,1,2,0,415335.0
declaration 43248,276.47434261369733,1,0,0,0,1,2,1,2079142.0
declaration 44134,275.9799558816653,1,0,0,0,1,2,1,258067.0
declaration 40682,351.42628532137815,1,0,0,0,1,2,1,502813.0
declaration 147313,10765.93551044494,1,0,1,1,1,4,1,1812266.0
declaration 40698,580.1783375878459,1,0,0,0,1,2,1,518913.0
declaration 41957,586.9422120568952,1,0,0,0,1,2,1,780703.0
declaration 64793,3133.1307638323524,1,0,1,0,1,3,1,1483411.0
declaration 147152,44.2602860819706,1,0,0,0,1,2,1,237598.0
declaration 68223,3633.005976098149,1,0,0,0,1,2,1,702152.0
declaration 43903,1293.6758723136606,1,0,0,0,1,2,1,1395503.0
declaration 13719,904.3974834276715,1,0,1,1,1,4,1,541938.0
declaration 41543,319.1928749026215,1,0,0,0,1,2,1,638365.0
declaration 43264,1787.3079378480018,1,0,1,0,1,3,1,2422123.0
declaration 48841,974.3218996159117,1,0,0,1,1,3,1,976564.0
declaration 48857,59.208682499891545,1,0,0,0,1,2,1,888303.0
declaration 41973,258.551193784771,1,0,0,0,1,2,1,720681.0
declaration 41555,0.0,1,0,0,0,1,2,0,694497.0
declaration 41553,641.2423088614596,1,0,0,0,1,2,1,799976.0
